,instances,budget,deadline,sched_start_time,submit_time,software_id,license_cost,exec_start_time,finish_time,complete,cost,hardware_cost
lamf-test-ce4837ee-c9b5-4728-816b-793fbe63012e,"{<resource_manager.instance.OnPremInstance object at 0x12632b770>: [(5, 30, None)]}",64.81020493737797,14109.368596154949,30,1.0,1,52.26499855502318,30,4002.4419999999996,True,60.321110931023185,8.056112375999998
lamf-test-fdbe52b3-5ac4-4817-bbd7-3ee39ada2008,"{<resource_manager.instance.OnPremInstance object at 0x12632b770>: [(3, 60, None)]}",309.54978900857253,127528.7706989831,60,43.533029902,1,230.666386036961,60,28946.022,True,265.814897606561,35.148511569600004
lamf-test-312a25ed-966e-4a84-89af-21712bfc7175,"{<resource_manager.instance.OnPremInstance object at 0x12632b770>: [(4, 1230.2, None)]}",330.5774711754339,128567.9494312108,1230.2,1209.994369168,1,105.04843866453722,1230.2,11167.48,True,121.1706817365372,16.122243071999996
lamf-test-6d60a076-8aec-42f5-ae5c-3923b3793c72,"{<resource_manager.instance.OnPremInstance object at 0x12632b770>: [(5, 1260.2, None)]}",295.26855467250385,128873.8472348672,1260.2,1254.178498894,1,255.23520594722032,1260.2,20659.551000000003,True,294.5770897752203,39.341883828
lamf-test-f42e0220-9054-4dba-814a-9d6b93e25e15,"{<resource_manager.instance.OnPremInstance object at 0x12632b770>: [(2, 6630.999999999999, None)]}",293.5168981771201,134399.30494655922,6630.999999999999,6612.4611558999995,3,40.94347250741501,6630.999999999999,20090.143,True,51.86152930901501,10.9180568016
lamf-test-c2212f64-c788-46d9-9572-57170e08d2ac,"{<resource_manager.instance.OnPremInstance object at 0x12632b770>: [(4, 6660.999999999999, None)]}",57.825321252479114,20782.447236735046,6660.999999999999,6619.703966362,3,10.548604456612676,6660.999999999999,8394.795,True,13.361513464612678,2.8129090080000014
lamf-test-0aa73555-99c3-40be-a09f-6bf3df006265,"{<resource_manager.instance.OnPremInstance object at 0x12632b770>: [(6, 6690.999999999999, None)]}",310.4901833144852,134477.78789316598,6690.999999999999,6626.3698381839995,3,144.97091489847134,6690.999999999999,22576.188,True,183.62910841527133,38.6581935168
lamf-test-761a035c-9b31-431d-b128-35fe1a248496,"{<resource_manager.instance.OnPremInstance object at 0x12632b770>: [(4, 6721.199999999999, None)]}",281.9460745575701,134593.3142037526,6721.199999999999,6632.039772558999,1,291.18639478287315,6721.199999999999,34266.594999999994,True,335.87604363087314,44.689648848
lamf-test-c947c209-c0e1-414b-aa78-1430406df6ae,"{<resource_manager.instance.OnPremInstance object at 0x12632b770>: [(2, 6751.199999999999, None)]}",91.00759406898061,37687.76059750264,6751.199999999999,6642.944098249,3,19.078451593277048,6751.199999999999,13022.763999999997,True,24.165944310077048,5.087492716799999
lamf-test-1b5247ff-56d3-4066-aafc-ee4137f1169c,"{<resource_manager.instance.OnPremInstance object at 0x12632b770>: [(3, 6781.199999999999, None)]}",98.97570184637311,38009.65612833076,6781.199999999999,6652.84263511,3,31.50362765229294,6781.199999999999,13685.219999999998,True,39.90443918829294,8.400811535999999
